1)tuId,2)tuName,5)tuGenes
RDBECOLITUC02733,yafU,yafU;
RDBECOLITUC02734,yafV,yafV;
RDBECOLITUC02735,yagJ,yagJ;
RDBECOLITUC02736,yagU,yagU;
RDBECOLITUC02737,yahN,yahN;
RDBECOLITUC02738,yahO,yahO;
RDBECOLITUC02739,yaiT,yaiT;
RDBECOLITUC02740,yaiY,yaiY;
RDBECOLITUC02741,ybaY,ybaY;
RDBECOLITUC02742,ybaZ,ybaZ;
RDBECOLITUC02743,yaiZ,yaiZ;
RDBECOLITUC02744,yajQ,yajQ;
RDBECOLITUC02745,ybaK,ybaK;
RDBECOLITUC02746,ybcY,ybcY;
RDBECOLITUC02747,ybdH,hcxA;
RDBECOLITUC02748,ybdL,ybdL;
RDBECOLITUC02749,ybeL,ybeL;
RDBECOLITUC02750,ybeQ,ybeQ;
RDBECOLITUC02751,ybeT,ybeT;
RDBECOLITUC02752,dtpD,dtpD;
RDBECOLITUC02753,ybhA,ybhA;
RDBECOLITUC02754,ybhD,ybhD;
RDBECOLITUC02755,ybhQ,ybhQ;
RDBECOLITUC02756,ybiA,ybiA;
RDBECOLITUC02757,ybiN,rlmF;
RDBECOLITUC02758,ybiP,opgE;
RDBECOLITUC02759,tsaD,tsaD;
RDBECOLITUC02760,ygjH,ygjH;
RDBECOLITUC02761,yhaJ,yhaJ;
RDBECOLITUC02762,yhbO,yhbO;
RDBECOLITUC02763,yhbP,yhbP;
RDBECOLITUC02764,yhbQ,yhbQ;
RDBECOLITUC02765,yhbY,yhbY;
RDBECOLITUC02766,yhdH,yhdH;
RDBECOLITUC02767,yhgE,yhgE;
RDBECOLITUC02768,yhgN,yhgN;
RDBECOLITUC02769,yhhA,yhhA;
RDBECOLITUC02770,panZ,panZ;
RDBECOLITUC02771,yhhM,yhhM;
RDBECOLITUC02772,yhhS,yhhS;
RDBECOLITUC02773,yhiM,yhiM;
RDBECOLITUC02774,yhiN,yhiN;
RDBECOLITUC02775,yhjB,yhjB;
RDBECOLITUC02776,yiaF,yiaF;
RDBECOLITUC02777,wecH,wecH;
RDBECOLITUC02778,yiaT,yiaT;
RDBECOLITUC02779,yiaU,yiaU;
RDBECOLITUC02780,yibT,yibT;
RDBECOLITUC02781,yicS,yicS;
RDBECOLITUC02782,yidI,yidI;
RDBECOLITUC02783,yidL,yidL;
RDBECOLITUC02784,yidP,yidP;
RDBECOLITUC02785,yidR,yidR;
RDBECOLITUC02786,cbrA,cbrA;
RDBECOLITUC02787,yidX,yidX;
RDBECOLITUC02788,yieG,adeP;
RDBECOLITUC02789,yifB,yifB;
RDBECOLITUC02790,yifE,maoP;
RDBECOLITUC02791,yigE,yigE;
RDBECOLITUC02792,yihA,yihA;
RDBECOLITUC02793,yiiU,zapB;
RDBECOLITUC02794,yjcB,yjcB;
RDBECOLITUC02795,yjcC,pdeC;
RDBECOLITUC02796,yjeH,yjeH;
RDBECOLITUC02797,queG,queG;
RDBECOLITUC02798,yjfP,yjfP;
RDBECOLITUC02799,yjfY,yjfY;
RDBECOLITUC02800,yjfZ,yjfZ;
RDBECOLITUC02801,yjgA,yjgA;
RDBECOLITUC02802,yjgB,ahr;
RDBECOLITUC02803,yjgD,rraB;
RDBECOLITUC02804,yjgM,yjgM;
RDBECOLITUC02805,yjgN,yjgN;
RDBECOLITUC02806,yjgZ,yjgZ;
RDBECOLITUC02807,yjhD,yjhD;
RDBECOLITUC02808,yjhR,yjhR;
RDBECOLITUC02809,yjiC,yjiC;
RDBECOLITUC02811,yjiR,yjiR;
RDBECOLITUC02812,yjjK,ettA;
RDBECOLITUC02813,yjjN,lgoD;
RDBECOLITUC02814,yjjX,yjjX;
RDBECOLITUC02815,yjjZ,yjjZ;
RDBECOLITUC02816,ykgL,ykgL;
RDBECOLITUC02817,rimO,rimO;
RDBECOLITUC02818,gstB,gstB;
RDBECOLITUC02819,ymfI,ymfI;
RDBECOLITUC02820,ynaI,ynaI;
RDBECOLITUC02821,yncD,pqqU;
RDBECOLITUC02822,yncE,yncE;
RDBECOLITUC02823,ynfC,ynfC;
RDBECOLITUC02824,yniB,yniB;
RDBECOLITUC02825,ynjF,ynjF;
RDBECOLITUC02826,ynjH,ynjH;
RDBECOLITUC02827,yoaE,yoaE;
RDBECOLITUC02828,yoaF,yoaF;
RDBECOLITUC02829,yoaH,yoaH;
RDBECOLITUC02830,yoaI,yoaI;
RDBECOLITUC02831,yobH,yobH;
RDBECOLITUC02832,yodD,yodD;
RDBECOLITUC02833,yohD,yohD;
RDBECOLITUC02834,ypdI,ypdI;
RDBECOLITUC02835,yphH,yphH;
RDBECOLITUC02836,yqeK,yqeK;
RDBECOLITUC02837,yqgC,yqgC;
RDBECOLITUC02838,yqgD,yqgD;
RDBECOLITUC02839,yqhA,yqhA;
RDBECOLITUC02840,yqhC,yqhC;
RDBECOLITUC02841,nfeR,nfeR;
RDBECOLITUC02842,yraL,rsmI;
RDBECOLITUC02843,yrdA,yrdA;
RDBECOLITUC02844,ysgA,ysgA;
RDBECOLITUC02845,ytfA,ytfA;
RDBECOLITUC02846,ytfB,ytfB;
RDBECOLITUC02847,ytfH,ytfH;
RDBECOLITUC02848,ytjC,ytjC;
RDBECOLITUC02849,zupT,zupT;
RDBECOLITUC02850,zur,zur;
RDBECOLITUC02851,ybjD,ybjD;
RDBECOLITUC02852,ybjK,rcdA;
RDBECOLITUC02853,ybjM,ybjM;
RDBECOLITUC02854,ycaK,ycaK;
RDBECOLITUC02855,ycaN,ycaN;
RDBECOLITUC02856,ycbC,elyC;
RDBECOLITUC02857,matP,matP;
RDBECOLITUC02858,ycbX,ycbX;
RDBECOLITUC02859,yccR,sxy;
RDBECOLITUC02860,yccU,yccU;
RDBECOLITUC02861,yccX,yccX;
RDBECOLITUC02862,ycdT,dgcT;
RDBECOLITUC02863,yceF,yceF;
RDBECOLITUC02864,comR,comR;
RDBECOLITUC02865,bhsA,bhsA;
RDBECOLITUC02866,ycgB,ycgB;
RDBECOLITUC02867,ycgJ,ycgJ;
RDBECOLITUC02868,pliG,pliG;
RDBECOLITUC02869,ychH,ychH;
RDBECOLITUC02870,ychN,ychN;
RDBECOLITUC02871,ychO,ychO;
RDBECOLITUC02872,yciN,yciN;
RDBECOLITUC02873,ycjG,ycjG;
RDBECOLITUC02874,ycjW,ycjW;
RDBECOLITUC02875,ydaL,smrA;
RDBECOLITUC02876,ydaM,dgcM;
RDBECOLITUC02877,ydbJ,ydbJ;
RDBECOLITUC02878,ydbK,ydbK;
RDBECOLITUC02879,ydcI,ydcI;
RDBECOLITUC02880,ydcK,ydcK;
RDBECOLITUC02881,ydcO,ydcO;
RDBECOLITUC02882,yddH,yddH;
RDBECOLITUC02883,eamA,eamA;
RDBECOLITUC02884,ydeE,ydeE;
RDBECOLITUC02885,ydeJ,ydeJ;
RDBECOLITUC02886,ydgC,ydgC;
RDBECOLITUC02887,ydgJ,ydgJ;
RDBECOLITUC02888,ydhQ,ydhQ;
RDBECOLITUC02889,ydiP,ydiP;
RDBECOLITUC02890,yeaL,yeaL;
RDBECOLITUC02891,yeaM,nimR;
RDBECOLITUC02892,yeaP,dgcP;
RDBECOLITUC02893,yebQ,yebQ;
RDBECOLITUC02894,yecF,yecF;
RDBECOLITUC02895,yecH,yecH;
RDBECOLITUC02896,yedA,yedA;
RDBECOLITUC02897,yedD,yedD;
RDBECOLITUC02898,yedP,yedP;
RDBECOLITUC02899,yegD,yegD;
RDBECOLITUC02900,yegE,dgcE;
RDBECOLITUC02901,yegH,yegH;
RDBECOLITUC02902,yegI,yegI;
RDBECOLITUC02903,yegJ,yegJ;
RDBECOLITUC02904,yeiG,yeiG;
RDBECOLITUC02905,yejK,yejK;
RDBECOLITUC02906,yfaH,yfaH;
RDBECOLITUC02907,yfaL,yfaL;
RDBECOLITUC02908,nudI,nudI;
RDBECOLITUC02909,yfbK,yfbK;
RDBECOLITUC02910,yfbN,yfbN;
RDBECOLITUC02911,smrB,smrB;
RDBECOLITUC02912,yfdY,yfdY;
RDBECOLITUC02913,yfeH,yfeH;
RDBECOLITUC02914,yfeN,yfeN;
RDBECOLITUC02915,yfeR,yfeR;
RDBECOLITUC02916,yfgF,pdeF;
RDBECOLITUC02917,yfgO,yfgO;
RDBECOLITUC02918,yfiC,yfiC;
RDBECOLITUC02919,yfiE,yfiE;
RDBECOLITUC02920,yfiF,yfiF;
RDBECOLITUC02921,yfiK,eamB;
RDBECOLITUC02922,yfjH,yfjH;
RDBECOLITUC02923,alaE,alaE;
RDBECOLITUC02924,ygbI,ygbI;
RDBECOLITUC02925,ygdI,ygdI;
RDBECOLITUC02926,ygeV,ygeV;
RDBECOLITUC02927,ygfZ,ygfZ;
RDBECOLITUC02928,yggR,yggR;
RDBECOLITUC02929,yghT,yghT;
RDBECOLITUC02930,yghU,yghU;
RDBECOLITUC02931,yghZ,gpr;
RDBECOLITUC02932,ygiD,ygiD;
RDBECOLITUC02933,ygiH,plsY;
RDBECOLITUC02934,ttdR,ttdR;
RDBECOLITUC02935,ygiZ,ygiZ;
RDBECOLITUC02936,aaeR,aaeR;
RDBECOLITUC02937,abgR,abgR;
RDBECOLITUC02938,dcuD,dcuD;
RDBECOLITUC02939,omrB,omrB;
RDBECOLITUC02940,omrA,omrA;
RDBECOLITUC02941,acpH,acpH;
RDBECOLITUC02942,ade,adeD;
RDBECOLITUC02943,ais,ais;
RDBECOLITUC02944,amiC,amiC;
RDBECOLITUC02945,ampH,ampH;
RDBECOLITUC02946,aslA,aslA;
RDBECOLITUC02947,bioH,bioH;
RDBECOLITUC02948,bisC,bisC;
RDBECOLITUC02949,can,can;
RDBECOLITUC02950,chaA,chaA;
RDBECOLITUC02951,crcB,crcB;
RDBECOLITUC02952,cspF,cspF;
RDBECOLITUC02953,cspH,cspH;
RDBECOLITUC02954,dacB,dacB;
RDBECOLITUC02955,dacC,dacC;
RDBECOLITUC02956,dcp,dcp;
RDBECOLITUC02957,ddlA,ddlA;
RDBECOLITUC02958,dld,dld;
RDBECOLITUC02959,dsrA,dsrA;
RDBECOLITUC02960,dsrB,dsrB;
RDBECOLITUC02961,eco,eco;
RDBECOLITUC02962,emtA,emtA;
RDBECOLITUC02963,envR,envR;
RDBECOLITUC02964,fadE,fadE;
RDBECOLITUC02965,fadR,fadR;
RDBECOLITUC02966,feaB,feaB;
RDBECOLITUC02967,fimZ,fimZ;
RDBECOLITUC02968,fsaA,fsaA;
RDBECOLITUC02969,ggt,ggt;
RDBECOLITUC02970,gltS,gltS;
RDBECOLITUC02971,grxD,grxD;
RDBECOLITUC02972,gsk,gsk;
RDBECOLITUC02973,guaC,guaC;
RDBECOLITUC02974,hdfR,hdfR;
RDBECOLITUC02975,helD,helD;
RDBECOLITUC02976,hokA,hokA;
RDBECOLITUC02977,iap,iap;
RDBECOLITUC02978,ompX,ompX;
RDBECOLITUC02979,ompW,ompW;
RDBECOLITUC02980,nudG,nudG;
RDBECOLITUC02981,nudE,nudE;
RDBECOLITUC02982,norR,norR;
RDBECOLITUC02983,nlpA,nlpA;
RDBECOLITUC02984,nhoA,nhoA;
RDBECOLITUC02985,narP,narP;
RDBECOLITUC02986,galR,galR;
RDBECOLITUC02987,mug,mug;
RDBECOLITUC02988,mrr,mrr;
RDBECOLITUC02989,mrcA,mrcA;
RDBECOLITUC02990,trmC,mnmC;
RDBECOLITUC02991,micC,micC;
RDBECOLITUC02992,mdtK,mdtK;
RDBECOLITUC02993,mdoC,opgC;
RDBECOLITUC02994,marC,marC;
RDBECOLITUC02995,mak,mak;
RDBECOLITUC02996,insA-7,insA7;
RDBECOLITUC02997,insG,insG;
RDBECOLITUC02998,insH-1,insH1;
RDBECOLITUC02999,insH-10,insH10;
RDBECOLITUC03000,insH-11,insH11;
RDBECOLITUC03001,insH-5,insH5;
RDBECOLITUC03002,insH-8,insH8;
RDBECOLITUC03003,insH-9,insH9;
RDBECOLITUC03004,intD,intD;
RDBECOLITUC03005,intG,intG;
RDBECOLITUC03006,mcaS,mcaS;
RDBECOLITUC03007,ivy,ivy;
RDBECOLITUC03008,kdgR,kdgR;
RDBECOLITUC03009,kptA,kptA;
RDBECOLITUC03010,ldrA,ldrA;
RDBECOLITUC03011,ldrB,ldrB;
RDBECOLITUC03012,ldrC,ldrC;
RDBECOLITUC03013,ldrD,ldrD;
RDBECOLITUC03014,ligB,ligB;
RDBECOLITUC03015,lit,lit;
RDBECOLITUC03016,luxS,luxS;
RDBECOLITUC03017,rplT-pheM,pheM;rplT;
RDBECOLITUC03018,pheM,pheM;
RDBECOLITUC03019,trpS,trpS;
RDBECOLITUC03020,aslB,aslB;
RDBECOLITUC03021,pdxH-tyrS-pdxY,pdxY;tyrS;pdxH;
RDBECOLITUC03022,tyrS-pdxY,pdxY;tyrS;
RDBECOLITUC03023,yjjB-dnaTC-yjjA,yjjA;dnaC;dnaT;yjjB;
RDBECOLITUC03024,dnaTC,dnaC;dnaT;
RDBECOLITUC03025,yjjB-dnaTC,dnaC;dnaT;yjjB;
RDBECOLITUC03026,adrA,dgcC;
RDBECOLITUC03027,allR,allR;
RDBECOLITUC03028,pepD,pepD;
RDBECOLITUC03029,lpxL,lpxL;
RDBECOLITUC03030,yceA,trhO;
RDBECOLITUC03031,mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;rsmH;mraZ;
RDBECOLITUC03032,sohB,sohB;
RDBECOLITUC03033,sohB,sohB;
RDBECOLITUC03034,mpl,mpl;
RDBECOLITUC03035,mpl,mpl;
RDBECOLITUC03036,menA-rraA,rraA;menA;
RDBECOLITUC03037,yehF,yehF;
RDBECOLITUC03038,aceBAK,aceB;aceA;aceK;
RDBECOLITUC03039,alkA,alkA;
RDBECOLITUC03040,araC,araC;
RDBECOLITUC03041,argCBH,argC;argB;argH;
RDBECOLITUC03042,argF,argF;
RDBECOLITUC03043,argI,argI;
RDBECOLITUC03044,argR,argR;
RDBECOLITUC03045,aroF-tyrA,tyrA;aroF;
RDBECOLITUC03046,aroG,aroG;
RDBECOLITUC03047,aroH,aroH;
RDBECOLITUC03048,aroL-yaiA-aroM,aroL;yaiA;aroM;
RDBECOLITUC03049,aroP,aroP;
RDBECOLITUC03050,bioA,bioA;
RDBECOLITUC03051,cirA,cirA;
RDBECOLITUC03052,cirA,cirA;
RDBECOLITUC03053,cyaA,cyaA;
RDBECOLITUC03054,deoCABD,deoC;deoA;deoB;deoD;
RDBECOLITUC03055,deoCABD,deoC;deoA;deoB;deoD;
RDBECOLITUC03056,dmsABC,dmsA;dmsB;dmsC;
RDBECOLITUC03057,fhuACDB,fhuA;fhuC;fhuD;fhuB;
RDBECOLITUC03058,dusB-fis,dusB;fis;
RDBECOLITUC03059,fnr,fnr;
RDBECOLITUC03060,frdABCD,frdD;frdC;frdB;frdA;
RDBECOLITUC03061,galS,galS;
RDBECOLITUC03062,galETKM,galM;galK;galT;galE;
RDBECOLITUC03063,galETKM,galM;galK;galT;galE;
RDBECOLITUC03064,glnAZLG,glnZ;glnG;glnL;glnA;
RDBECOLITUC03065,glnLG,glnG;glnL;
RDBECOLITUC03066,glnAZLG,glnZ;glnG;glnL;glnA;
RDBECOLITUC03067,glpABC,glpA;glpB;glpC;
RDBECOLITUC03068,glpD,glpD;
RDBECOLITUC03069,ivbL-ilvBN,ilvN;ilvB;ivbL;
RDBECOLITUC03070,ilvY,ilvY;
RDBECOLITUC03071,katG,katG;
RDBECOLITUC03072,kdpFABC,kdpF;kdpC;kdpB;kdpA;
RDBECOLITUC03073,lacZYA,lacA;lacY;lacZ;
RDBECOLITUC03074,lexA-dinF,lexA;dinF;
RDBECOLITUC03075,malEFGH,malH;malG;malF;malE;
RDBECOLITUC03076,malPQ,malQ;malP;
RDBECOLITUC03077,melR,melR;
RDBECOLITUC03078,metA,metA;
RDBECOLITUC03079,metH,metH;
RDBECOLITUC03080,nagBACD,umpH;nagC;nagA;nagB;
RDBECOLITUC03081,narGHJI,narG;narH;narJ;narI;
RDBECOLITUC03082,narK,narS;narK;
RDBECOLITUC03083,nirBDC-cysG,nirB;nirD;nirC;cysG;
RDBECOLITUC03084,nrdAB-yfaE,yfaE;nrdA;nrdB;
RDBECOLITUC03085,ompA,ompA;
RDBECOLITUC03086,ompC,ompC;
RDBECOLITUC03087,ompF,ompF;
RDBECOLITUC03088,oxyR,oxyR;
RDBECOLITUC03089,phoA-psiF,phoA;psiF;
RDBECOLITUC03090,phoBR,phoB;phoR;
RDBECOLITUC03091,hflD-purB,purB;hflD;
RDBECOLITUC03092,purC,purC;
RDBECOLITUC03093,purHD,purD;purH;
RDBECOLITUC03094,purL,purL;
RDBECOLITUC03095,purMN,purM;purN;
RDBECOLITUC03096,purR,purR;
RDBECOLITUC03097,pyrC,pyrC;
RDBECOLITUC03098,pyrD,pyrD;
RDBECOLITUC03099,recA,recA;
RDBECOLITUC03100,rhaSR,rhaS;rhaR;
RDBECOLITUC03101,sodA,sodA;
RDBECOLITUC03102,ssb,ssb;
RDBECOLITUC03103,sulA,sulA;
RDBECOLITUC03104,trpLEDCBA,trpA;trpB;trpC;trpD;trpE;trpL;
RDBECOLITUC03105,tyrR,tyrR;
RDBECOLITUC03106,uvrA,uvrA;
RDBECOLITUC03107,uvrB,uvrB;
RDBECOLITUC03108,uvrD,uvrD;
RDBECOLITUC03109,ada-alkB,alkB;ada;
RDBECOLITUC03110,alkB,alkB;
RDBECOLITUC03111,ahpCF,ahpC;ahpF;
RDBECOLITUC03112,ansB,ansB;
RDBECOLITUC03113,araE,araE;
RDBECOLITUC03114,cysB,cysB;
RDBECOLITUC03115,cysJIH,cysH;cysI;cysJ;
RDBECOLITUC03116,cysK,cysK;
RDBECOLITUC03117,fadL,fadL;
RDBECOLITUC03118,ilvIH,ilvI;ilvH;
RDBECOLITUC03119,purEK,purK;purE;
RDBECOLITUC03120,rpoH,rpoH;
RDBECOLITUC03121,rpoH,rpoH;
RDBECOLITUC03122,tnaCAB,tnaC;tnaA;tnaB;
RDBECOLITUC03123,phoE,phoE;
RDBECOLITUC03124,tyrB,tyrB;
RDBECOLITUC03125,tyrP,tyrP;
RDBECOLITUC03126,glnB,glnB;
RDBECOLITUC03127,ilvC,ilvC;
RDBECOLITUC03128,malT,malT;
RDBECOLITUC03129,fabA,fabA;
RDBECOLITUC03130,mtr,mtr;
RDBECOLITUC03131,purA,purA;
RDBECOLITUC03132,aidB,aidB;
RDBECOLITUC03133,slp-dctR,dctR;slp;
RDBECOLITUC03134,appCBA-yccB,appX;appC;appB;appA;
RDBECOLITUC03135,araFGH,araH;araG;araF;
RDBECOLITUC03136,araJ,araJ;
RDBECOLITUC03137,cydAB,cydA;cydB;
RDBECOLITUC03138,cyoABCDE,cyoE;cyoD;cyoC;cyoB;cyoA;
RDBECOLITUC03139,sucABCD-sdhX,sdhX;sucA;sucB;sucC;sucD;
RDBECOLITUC03140,fumA,fumA;
RDBECOLITUC03141,fumC,fumC;
RDBECOLITUC03142,gltA,gltA;
RDBECOLITUC03143,icd,icd;
RDBECOLITUC03144,mdh,mdh;
RDBECOLITUC03145,carAB,carA;carB;
RDBECOLITUC03146,carAB,carA;carB;
RDBECOLITUC03147,argD,argD;
RDBECOLITUC03148,asnA,asnA;
RDBECOLITUC03149,asnC,asnC;
RDBECOLITUC03150,atoDAEB,atoB;atoD;atoA;atoE;
RDBECOLITUC03151,betIBA,betA;betB;betI;
RDBECOLITUC03152,betT,betT;
RDBECOLITUC03153,bioBFCD,bioB;bioF;bioC;bioD;
RDBECOLITUC03154,cadC,cadC;
RDBECOLITUC03155,crp,crp;
RDBECOLITUC03156,cpdB,cpdB;
RDBECOLITUC03157,fur,fur;
RDBECOLITUC03158,glgCAP,glgP;glgA;glgC;
RDBECOLITUC03159,malK-lamB-malM,malK;lamB;malM;
RDBECOLITUC03160,speC,speC;
RDBECOLITUC03161,tdcABCDEFG,tdcG;tdcF;tdcE;tdcD;tdcC;tdcB;tdcA;
RDBECOLITUC03162,ubiG,ubiG;
RDBECOLITUC03163,ebgAC,ebgA;ebgC;
RDBECOLITUC03164,fucPIKUR,fucP;fucI;fucK;fucU;fucR;
RDBECOLITUC03165,nupG,nupG;
RDBECOLITUC03166,uhpTU,uhpU;uhpT;
RDBECOLITUC03167,melAB,melA;melB;
RDBECOLITUC03168,malXY,malX;malY;
RDBECOLITUC03169,srlAEBD-gutM-srlR-gutQ,srlA;srlE;srlB;srlD;gutM;srlR;gutQ;
RDBECOLITUC03170,udp,udp;
RDBECOLITUC03171,fucAO,fucO;fucA;
RDBECOLITUC03172,flhDC,flhC;flhD;
RDBECOLITUC03173,malS,malS;
RDBECOLITUC03174,aldB,aldB;
RDBECOLITUC03175,hns,hns;
RDBECOLITUC03176,gyrA,gyrA;
RDBECOLITUC03177,pck,pck;
RDBECOLITUC03178,cynTSX,cynT;cynS;cynX;
RDBECOLITUC03179,cynR,cynR;
RDBECOLITUC03180,cysPUWAM,cysM;cysA;cysW;cysU;cysP;
RDBECOLITUC03181,cysDNC,cysC;cysN;cysD;
RDBECOLITUC03182,nupC,nupC;
RDBECOLITUC03183,dsdXA,dsdX;dsdA;
RDBECOLITUC03184,dsdC,dsdC;
RDBECOLITUC03185,exuT,exuT;
RDBECOLITUC03186,fecABCDE,fecE;fecD;fecC;fecB;fecA;
RDBECOLITUC03187,fdhF,fdhF;
RDBECOLITUC03188,hycABCDEFGHI,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA;
RDBECOLITUC03189,hypABCDE,hypA;hypB;hypC;hypD;hypE;
RDBECOLITUC03190,proP,proP;
RDBECOLITUC03191,narXL,narL;narX;
RDBECOLITUC03192,fdnGHI,fdnG;fdnH;fdnI;
RDBECOLITUC03193,ndh,ndh;
RDBECOLITUC03194,fumB,fumB;
RDBECOLITUC03195,aspA,aspA;
RDBECOLITUC03196,fruBKA,fruA;fruK;fruB;
RDBECOLITUC03197,ppsA,ppsA;
RDBECOLITUC03198,fepA-entD,entD;fepA;
RDBECOLITUC03199,fepB,fepB;
RDBECOLITUC03200,fepDGC,fepC;fepG;fepD;
RDBECOLITUC03201,entCEBA-ybdB,entC;entE;entB;entA;entH;
RDBECOLITUC03202,tonB,tonB;
RDBECOLITUC03203,mglBAC,mglC;mglA;mglB;
RDBECOLITUC03204,gatYZABCD,gatD;gatC;gatB;gatA;gatZ;gatY;
RDBECOLITUC03205,gcvTHP,gcvP;gcvH;gcvT;
RDBECOLITUC03206,gcvA,gcvA;
RDBECOLITUC03207,glnHPQ,glnQ;glnP;glnH;
RDBECOLITUC03208,glpFKX,glpX;glpK;glpF;
RDBECOLITUC03209,ihfA,ihfA;
RDBECOLITUC03210,ihfB,ihfB;
RDBECOLITUC03211,dps,dps;
RDBECOLITUC03212,ompR-envZ,envZ;ompR;
RDBECOLITUC03213,thrLABC,thrL;thrA;thrB;thrC;
RDBECOLITUC03214,leuLABCD,leuD;leuC;leuB;leuA;leuL;
RDBECOLITUC03215,umuDC,umuD;umuC;
RDBECOLITUC03216,lrp,lrp;
RDBECOLITUC03217,gltBDF,gltB;gltD;gltF;
RDBECOLITUC03218,livJ,livJ;
RDBECOLITUC03219,livKHMGF,livF;livG;livM;livH;livK;
RDBECOLITUC03220,lysA,lysA;
RDBECOLITUC03221,lysR,lysR;
RDBECOLITUC03222,malI,malI;
RDBECOLITUC03223,fpr,fpr;
RDBECOLITUC03224,nfo,nfo;
RDBECOLITUC03225,marRAB,marR;marA;marB;
RDBECOLITUC03226,metC,metC;
RDBECOLITUC03227,glyA,glyA;
RDBECOLITUC03228,mtlADR,mtlA;mtlD;mtlR;
RDBECOLITUC03229,nadB,nadB;
RDBECOLITUC03230,pncB,pncB;
RDBECOLITUC03231,manXYZ,manX;manY;manZ;
RDBECOLITUC03232,codBA,codB;codA;
RDBECOLITUC03233,adhE,adhE;
RDBECOLITUC03234,nrfABCDEFG,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG;
RDBECOLITUC03235,nhaAR,nhaR;nhaA;
RDBECOLITUC03236,phnCDEEFGHIJKLMNOP,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE1;phnD;phnC;
RDBECOLITUC03237,pstSCAB-phoU,phoU;pstB;pstA;pstC;pstS;
RDBECOLITUC03238,prs,prs;
RDBECOLITUC03239,speAB,speB;speA;
RDBECOLITUC03240,guaBA,guaA;guaB;
RDBECOLITUC03241,rbsDACBZKR,rbsZ;rbsR;rbsD;rbsA;rbsC;rbsB;rbsK;
RDBECOLITUC03242,wza-wzb-wzc-wcaAB,wcaB;wcaA;wzc;wzb;wza;
RDBECOLITUC03243,rhaT,rhaT;
RDBECOLITUC03244,zwf,zwf;
RDBECOLITUC03245,ftsQAZ,ftsQ;ftsA;ftsZ;
RDBECOLITUC03246,soxS,soxS;
RDBECOLITUC03247,torCAD,torC;torA;torD;
RDBECOLITUC03248,treBC,treC;treB;
RDBECOLITUC03249,araBAD,araD;araA;araB;
RDBECOLITUC03250,fadBA,fadA;fadB;
RDBECOLITUC03251,glpTQ,glpQ;glpT;
RDBECOLITUC03252,metF,metF;
RDBECOLITUC03253,rhaBAD,rhaD;rhaA;rhaB;
RDBECOLITUC03254,trpR,trpR;
RDBECOLITUC03255,lysU,lysU;
RDBECOLITUC03256,oppABCDF,oppA;oppB;oppC;oppD;oppF;
RDBECOLITUC03257,sdaA,sdaA;
RDBECOLITUC03258,serA,serA;
RDBECOLITUC03259,kbl-tdh,tdh;kbl;
RDBECOLITUC03260,argE,argE;
RDBECOLITUC03261,edd-eda,eda;edd;
RDBECOLITUC03262,gntKU,gntU;gntK;
RDBECOLITUC03263,gntT,gntT;
RDBECOLITUC03264,accA,accA;
RDBECOLITUC03265,accBC,accB;accC;
RDBECOLITUC03266,accD,accD;
RDBECOLITUC03267,acrAB,acrA;acrB;
RDBECOLITUC03268,acrEF,acrE;acrF;
RDBECOLITUC03269,adiA,adiA;
RDBECOLITUC03270,yjeFE-amiB-mutL-miaA-hfq-hflXKC,tsaE;nnr;amiB;mutL;miaA;hfq;hflX;hflK;hflC;
RDBECOLITUC03271,ampDE,ampD;ampE;
RDBECOLITUC03272,ansA-pncA,pncA;ansA;
RDBECOLITUC03273,arsRBC,arsR;arsB;arsC;
RDBECOLITUC03274,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC03275,ascFB,ascF;ascB;
RDBECOLITUC03276,ascG,ascG;
RDBECOLITUC03277,atpIBEFHAGDC,atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;atpI;
RDBECOLITUC03278,baeSR,baeS;baeR;
RDBECOLITUC03279,basRS,basS;basR;
RDBECOLITUC03280,btuCED,btuD;btuE;btuC;
RDBECOLITUC03281,caiTABCDE,caiE;caiD;caiC;caiB;caiA;caiT;
RDBECOLITUC03282,chbBCARFG,chbG;chbF;chbR;chbA;chbC;chbB;
RDBECOLITUC03283,chaBC,chaB;chaC;
RDBECOLITUC03284,chpSB,chpS;chpB;
RDBECOLITUC03285,clpPX,clpP;clpX;
RDBECOLITUC03286,cobUST,cobT;cobS;cobU;
RDBECOLITUC03287,creABCD,creA;creB;creC;creD;
RDBECOLITUC03288,cydDC,cydC;cydD;
RDBECOLITUC03289,dadAX,dadA;dadX;
RDBECOLITUC03290,dapA-nlpB,bamC;dapA;
RDBECOLITUC03291,dcm-vsr,vsr;dcm;
RDBECOLITUC03292,def-fmt,def;fmt;
RDBECOLITUC03293,dnaAN-recF,recF;dnaN;dnaA;
RDBECOLITUC03294,dnaKJ,tpke11;dnaK;dnaJ;
